Order_id,Product,Category,Quantity,Price,Total_Amount,Date
1032,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,11743,0,9/3/2024
1033,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,5252,0,31/1/2025
1034,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5023,0,30/6/2024
1035,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6041,0,22/8/2024
1036,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,2890,0,28/2/2024
1037,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,4987,0,27/10/2024
1038,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,7879,0,14/7/2024
1039,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6687,0,21/11/2024
1040,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,6628,0,23/12/2024
1041,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,3564,0,30/4/2024
1042,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,5181,0,29/9/2024
1043,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11251,0,13/12/2024
1044,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,11373,0,13/9/2024
1045,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,2253,0,6/5/2024
1046,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,4748,0,1/6/2024
1047,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,3733,0,28/2/2024
1048,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,9953,0,16/4/2024
1049,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,2329,0,14/12/2024
1050,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,10072,0,9/6/2024
1051,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,9915,0,17/3/2024
1052,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,10330,0,21/8/2024
1053,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,3381,0,16/2/2024
1054,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8766,0,25/3/2024
1055,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,4174,0,15/11/2024
1056,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11811,0,20/9/2024
1057,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,2434,0,30/1/2025
1058,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,2202,0,1/4/2024
1059,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,11306,0,5/5/2024
1060,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,7875,0,16/2/2024
1061,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,8485,0,18/10/2024
1062,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,7185,0,4/12/2024
1063,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,10918,0,25/6/2024
1064,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,6819,0,7/3/2024
1065,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,2561,0,31/1/2025
1066,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6308,0,11/8/2024
1067,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,4073,0,26/5/2024
1068,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11791,0,11/8/2024
1069,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,5526,0,4/1/2025
1070,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,3022,0,3/5/2024
1071,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8388,0,23/6/2024
1072,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6687,0,28/11/2024
1073,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10254,0,16/7/2024
1074,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,8062,0,21/9/2024
1075,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8013,0,5/5/2024
1076,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5566,0,4/8/2024
1077,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,6729,0,8/8/2024
1078,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,9573,0,23/12/2024
1079,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,5930,0,24/3/2024
1080,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5256,0,19/1/2025
1081,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,2870,0,24/5/2024
1082,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,6145,0,4/10/2024
1083,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,4735,0,6/11/2024
1084,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,5396,0,12/4/2024
1085,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,4860,0,29/9/2024
1086,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5035,0,13/9/2024
1087,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,3333,0,4/1/2025
1088,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,6153,0,31/3/2024
1089,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,10202,0,10/1/2025
1090,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,10065,0,11/8/2024
1091,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,6354,0,9/7/2024
1092,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10595,0,30/12/2024
1093,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,6250,0,13/1/2025
1094,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,4199,0,30/11/2024
1095,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,3927,0,30/11/2024
1096,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,11168,0,10/10/2024
1097,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,7640,0,17/5/2024
1098,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,3878,0,24/7/2024
1099,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10228,0,2/3/2024
1100,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10788,0,6/1/2025
1101,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5955,0,4/11/2024
1102,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,4137,0,3/4/2024
1103,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,3337,0,27/4/2024
1104,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,4026,0,28/6/2024
1105,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,2962,0,6/9/2024
1106,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,9361,0,26/12/2024
1107,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,3561,0,4/5/2024
1108,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5136,0,10/12/2024
1109,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6372,0,29/4/2024
1110,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,3863,0,20/8/2024
1111,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,8888,0,15/7/2024
1112,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,10771,0,26/8/2024
1113,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4230,0,22/5/2024
1114,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11063,0,14/7/2024
1115,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,6590,0,5/2/2025
1116,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,5492,0,11/6/2024
1117,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,8541,0,4/8/2024
1118,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,2732,0,10/12/2024
1119,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4100,0,18/3/2024
1120,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,8279,0,24/2/2024
1121,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,8626,0,26/3/2024
1122,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,4547,0,29/8/2024
1123,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,10471,0,31/5/2024
1124,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,2679,0,4/2/2025
1125,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,9100,0,16/8/2024
1126,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,2726,0,25/6/2024
1127,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,6961,0,4/8/2024
1128,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8675,0,3/1/2025
1129,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,11178,0,7/10/2024
1130,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4224,0,28/4/2024
1131,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,3231,0,5/10/2024
1132,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,2685,0,25/2/2024
1133,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4100,0,30/4/2024
1134,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,8967,0,9/10/2024
1135,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,10552,0,5/8/2024
1136,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,2112,0,2/1/2025
1137,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,11563,0,11/3/2024
1138,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,7512,0,14/1/2025
1139,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,6077,0,26/5/2024
1140,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,3815,0,28/4/2024
1141,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,7320,0,20/2/2024
1142,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,8093,0,3/5/2024
1143,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6604,0,3/11/2024
1144,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,8621,0,7/8/2024
1145,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,9146,0,14/6/2024
1146,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,2858,0,18/1/2025
1147,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,9039,0,4/12/2024
1148,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,2340,0,26/8/2024
1149,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,3524,0,13/6/2024
1150,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10697,0,2/6/2024
1151,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,6825,0,9/2/2025
1152,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,9754,0,25/7/2024
1153,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,4889,0,29/1/2025
1154,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,10539,0,21/6/2024
1155,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5136,0,21/2/2024
1156,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5995,0,14/4/2024
1157,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,2950,0,5/5/2024
1158,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,6924,0,2/7/2024
1159,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10533,0,25/1/2025
1160,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,5224,0,25/9/2024
1161,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,3639,0,5/5/2024
1162,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,2460,0,7/3/2024
1163,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,11357,0,20/5/2024
1164,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,5875,0,29/9/2024
1165,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,10783,0,21/2/2024
1166,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,9225,0,8/9/2024
1167,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,8057,0,16/3/2024
1168,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6330,0,30/10/2024
1169,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,4740,0,15/6/2024
1170,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,2613,0,16/11/2024
1171,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,7506,0,2/4/2024
1172,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,10342,0,17/6/2024
1173,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,6803,0,3/11/2024
1174,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,4528,0,24/2/2024
1175,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,9406,0,6/1/2025
1176,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,8396,0,25/11/2024
1177,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,10285,0,22/10/2024
1178,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,11807,0,16/9/2024
1179,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,8263,0,19/10/2024
1180,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,7875,0,25/9/2024
1181,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,10554,0,28/3/2024
1182,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5010,0,2/8/2024
1183,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8466,0,26/9/2024
1184,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,4566,0,15/2/2024
1185,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,6374,0,14/11/2024
1186,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,7309,0,29/12/2024
1187,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11375,0,8/2/2025
1188,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,10413,0,23/10/2024
1189,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,6988,0,3/3/2024
1190,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,5081,0,1/9/2024
1191,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,8660,0,14/9/2024
1192,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,5494,0,24/1/2025
1193,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,2329,0,26/12/2024
1194,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,3948,0,28/12/2024
1195,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10120,0,20/11/2024
1196,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,7182,0,24/7/2024
1197,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,9273,0,10/10/2024
1198,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,6823,0,6/9/2024
1199,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4919,0,6/7/2024
1200,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,3346,0,31/10/2024
1201,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,4513,0,4/2/2025
1202,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,10001,0,27/10/2024
1203,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11832,0,20/8/2024
1204,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,7419,0,7/3/2024
1205,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,7293,0,20/3/2024
1206,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,6624,0,31/12/2024
1207,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,2244,0,4/12/2024
1208,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10285,0,30/4/2024
1209,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6421,0,29/11/2024
1210,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,7182,0,16/4/2024
1211,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11519,0,25/5/2024
1212,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,6104,0,13/8/2024
1213,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,9876,0,10/11/2024
1214,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5177,0,8/5/2024
1215,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,2877,0,23/1/2025
1216,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,3967,0,20/9/2024
1217,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,6216,0,27/8/2024
1218,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,7133,0,13/11/2024
1219,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,11175,0,7/3/2024
1220,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,5329,0,10/3/2024
1221,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,10071,0,15/2/2024
1222,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,2119,0,13/3/2024
1223,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,9459,0,29/5/2024
1224,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,8059,0,10/6/2024
1225,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4533,0,11/6/2024
1226,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,11834,0,24/12/2024
1227,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8927,0,18/9/2024
1228,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,9990,0,8/11/2024
1229,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,2288,0,11/4/2024
1230,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5994,0,25/9/2024
1231,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,2754,0,10/2/2025
1232,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5417,0,3/10/2024
1233,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,6041,0,16/9/2024
1234,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8967,0,20/11/2024
1235,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,9156,0,2/3/2024
1236,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,4664,0,27/3/2024
1237,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4889,0,19/5/2024
1238,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,3860,0,31/5/2024
1239,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,4057,0,6/11/2024
1240,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,6889,0,11/6/2024
1241,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10834,0,11/9/2024
1242,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,11843,0,18/9/2024
1243,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6039,0,23/7/2024
1244,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,10100,0,21/10/2024
1245,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,11789,0,16/11/2024
1246,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5770,0,9/8/2024
1247,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,8589,0,7/2/2025
1248,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,9928,0,7/8/2024
1249,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,7502,0,4/11/2024
1250,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,5215,0,6/4/2024
1251,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,5161,0,13/5/2024
1252,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,9481,0,23/5/2024
1253,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5625,0,6/7/2024
1254,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,7170,0,9/10/2024
1255,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,8546,0,20/2/2024
1256,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10479,0,18/3/2024
1257,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,7244,0,18/8/2024
1258,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8417,0,17/10/2024
1259,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,5956,0,20/10/2024
1260,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,10435,0,19/11/2024
1261,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,10141,0,20/10/2024
1262,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,4748,0,17/4/2024
1263,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,11396,0,11/3/2024
1264,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,7012,0,17/10/2024
1265,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,9359,0,30/1/2025
1266,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,9246,0,29/7/2024
1267,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,6759,0,30/11/2024
1268,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,8202,0,21/4/2024
1269,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,2684,0,5/8/2024
1270,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,5058,0,16/9/2024
1271,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,10014,0,18/10/2024
1272,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,2124,0,25/2/2024
1273,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,1,11632,0,30/12/2024
1274,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,4988,0,17/9/2024
1275,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,3602,0,12/10/2024
1276,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,10119,0,1/7/2024
1277,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,5,3921,0,15/10/2024
1278,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,6736,0,11/9/2024
1279,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,8755,0,2/6/2024
1280,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,7987,0,21/4/2024
1281,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4122,0,6/1/2025
1282,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,4,5711,0,1/7/2024
1283,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,3,7076,0,23/10/2024
1284,error: no implicit conversion of Integer into String,error: no implicit conversion of Integer into String,2,4853,0,1/7/2024
